-16.121607	11.171348	-0.471378	2.985822	-5.386540	1.643729	-4.555324	20.117222	-4.532260	9.248056	-2.192165	8.237561	-7.833319	1.948524	-1.342192	0.248169	-2.496331	5.153474	-1.188925	1.384886	-1.757995	2.453585	-1.772586	1.648390	-2.488188	0.600826	-0.514352	0.566395	-0.845267	0.179932	-0.534285	0.190976	-0.737082	0.181379	-0.757297	0.138952	-0.104225	0.297901	-0.232669	0.306520	-0.126515	0.121107	-0.741006	-0.013808	-0.413957	0.374878	-0.207378	0.009528	-0.208787	0.021785	-0.065072	0.111025	-0.194415	0.110627	-0.115592	0.203522	-0.124766	0.101303	-0.299937	0.180555	-0.287503	0.191480	-0.010157	0.028957	-0.094480	0.162122	-0.112610	0.091780	-0.056821	0.102197	-0.104606	0.080264	-0.145766	0.153146	-0.002513	0.056562	-0.060245	0.048109	-0.020433	0.073996	-0.026609	0.009577	0.000294	-0.000218	-0.025880	0.043989	-0.003331	0.003351	-0.019064	0.024984	-0.015648	0.000697	-0.000159	0.000984	-0.007936	0.003736	-0.005834	0.000555	-0.000043	-0.000284	
-19.072165	9.406352	-0.082933	-4.854251	4.431858	2.426405	-5.207233	1.385323	-0.168824	1.230244	2.050964	-0.676367	-1.016799	-0.433661	0.468027	0.000359	0.823301	-0.434003	-1.235073	-0.259769	-1.195458	-2.384403	1.738795	-3.833938	0.976978	-2.001409	0.684275	-0.948089	-1.063861	-1.704924	-1.275172	-3.176694	-0.476373	-1.203495	0.329955	-0.110964	-0.377225	-3.919116	-1.306966	-0.033310	0.779066	0.961195	1.283213	-0.553786	0.159322	-0.645101	0.574671	-1.689502	-1.019729	-0.858643	-0.264165	-0.290437	0.505997	0.417783	0.210634	0.528436	0.610982	-0.942331	0.403680	0.475629	0.214774	0.315702	-0.025815	0.041610	-0.307912	0.161498	-0.753729	0.055410	0.020722	-0.174707	-0.106823	0.121609	-0.110242	-0.169866	0.265541	0.115226	0.014549	-0.142867	-0.100413	0.070074	0.052432	-0.002273	0.044275	0.216326	-0.006835	0.086688	-0.171270	-0.015716	-0.064275	-0.010080	-0.087125	0.004077	0.011192	0.002437	0.003974	-0.014445	-0.010479	0.000923	-0.000120	0.013623	
-16.347452	3.149873	6.063563	7.279132	0.606644	5.838659	2.314448	-0.920550	-1.092804	-1.190911	2.613410	1.508267	1.567358	-6.971309	-1.815993	-1.617841	1.080286	3.619237	1.928274	0.613315	1.961558	-0.714173	-0.005969	-0.539372	-1.178788	-0.142321	1.004947	-0.828088	-0.334125	-1.352901	0.540152	-0.147401	1.301238	-0.834232	-0.287389	-0.164351	0.626111	1.536200	-1.148181	-0.236837	-0.186693	0.499315	-0.598671	-0.382775	0.281067	-1.800791	0.264359	1.039838	0.571097	-0.815598	-0.219482	-0.372750	-0.928294	-0.422351	0.233344	-0.997134	0.213607	-0.146257	-1.022655	-0.573210	0.087581	0.160650	-0.207860	0.684523	0.120184	-0.313488	-0.318834	-0.409702	-0.011607	0.290638	0.306447	-0.120755	-0.234112	-0.126435	0.055460	0.173264	-0.536569	-0.095015	-0.305880	0.173201	0.014248	-0.174153	0.050021	0.198773	-0.092032	0.091789	-0.088681	0.063252	-0.049801	-0.123794	0.020644	0.054615	0.051841	-0.007370	-0.008818	0.002540	0.009112	-0.001732	0.000300	-0.007119	
-27.232620	-14.267294	-6.904027	-4.633196	0.458816	-7.461247	-5.695251	4.151852	2.022094	5.543478	1.541604	-2.446486	7.833984	-2.658249	2.160015	-0.062943	-0.643484	1.577954	-1.691044	2.966451	2.004814	-0.109939	-2.115328	-2.602222	3.853227	-3.376487	-0.998490	0.328308	-1.242278	-1.238300	-1.493360	-2.353293	-1.935370	-0.109814	0.145032	0.810993	0.660967	0.988589	-0.924179	1.524204	-0.061508	0.644411	-1.305068	0.557235	-0.343885	-0.551181	-0.124993	1.001400	0.106441	-0.708217	-0.980878	-0.836093	-0.065468	0.189498	-0.424744	0.541838	-0.226738	0.488133	0.329972	-0.370320	0.166673	-0.298107	0.306905	-0.002179	0.033751	0.000254	0.209723	0.127236	0.169412	0.287368	-0.084289	-0.049788	0.143035	0.398475	-0.082583	-0.154396	-0.092536	-0.033827	0.076937	-0.061110	-0.134019	-0.053807	-0.048314	-0.160691	-0.037623	0.068650	0.059689	0.022834	0.058717	0.010678	0.021774	-0.063026	-0.000397	0.018667	-0.013260	-0.006226	-0.000662	0.000007	0.000034	-0.007902	
-11.274528	6.940450	5.804401	3.245926	-0.086427	-0.595826	0.717762	2.019484	-0.356126	0.145292	-0.405367	0.392122	1.173301	0.133690	-0.322060	0.464142	1.612360	-2.705216	1.362758	0.195600	0.358406	-1.797381	0.041816	1.500829	0.323973	0.806104	-0.830898	0.431567	0.774342	-1.733146	0.511085	-1.635566	0.429081	1.235274	1.204530	-0.525523	-0.623375	2.045503	0.584764	-0.559857	0.074651	-0.256228	-0.318361	-0.483742	0.572282	0.496584	0.405293	-0.624198	0.585792	0.103403	-1.283136	-0.267139	-0.660608	-0.542368	-0.245075	0.383603	0.141369	-0.867022	-0.370529	0.100957	0.550416	0.221914	0.538108	-0.413194	-0.023438	0.005196	-0.219513	0.278688	0.829705	-0.598531	0.261302	0.343684	-0.345282	0.222951	0.202056	-0.037251	-0.002316	-0.300144	-0.015031	-0.074403	-0.094395	0.181478	0.107628	-0.209514	-0.025084	0.025504	0.061160	0.135162	-0.051150	0.110140	-0.014970	0.048617	0.016958	0.051937	0.069668	0.036097	-0.019231	-0.004239	0.000195	-0.006974	
-19.236996	-15.500241	-3.534301	6.187669	-0.247205	6.255939	2.034485	-0.552066	0.594010	-1.185777	8.650899	-1.377641	-4.320320	4.001556	2.882521	2.374662	-3.519023	-1.929746	2.327570	2.602549	0.641081	1.192989	0.328056	1.575575	-0.146614	1.934704	-3.773345	0.724140	-0.865735	-0.497004	-1.083213	0.452150	0.267070	0.238014	0.959536	2.358038	0.647071	-1.636453	-0.179375	1.366911	0.264474	-0.741098	-0.358935	-1.006699	-0.463072	-1.540579	-0.204302	-0.588454	0.790531	-0.450848	0.421393	-0.350121	-0.268706	0.061293	0.770595	-1.199028	1.266768	-0.412654	-0.111574	-0.190675	-0.635005	-0.206270	0.132789	-0.283561	0.353755	-0.206501	-0.027317	0.463130	0.013182	0.078880	-0.179539	0.084560	0.137286	0.080415	0.039886	-0.090478	-0.016761	-0.055438	0.082914	0.067646	-0.029932	0.112531	0.243674	-0.094419	0.003828	-0.034879	-0.009294	0.066091	-0.008926	-0.033256	0.023102	-0.011162	0.011818	-0.012408	-0.002819	0.017596	-0.003606	0.000644	-0.000166	0.000528	
-15.525122	-3.719780	-4.616338	-3.865428	4.779481	-2.737668	-2.472875	1.281786	-3.524923	-6.437744	0.862585	0.725074	3.159292	5.540658	2.340972	-0.904520	6.610949	2.798576	0.093859	1.377665	-4.931706	2.949181	-2.388991	1.257665	-0.764985	2.963299	0.528356	-0.941804	0.509156	-1.388489	0.540354	-0.104335	2.603916	-2.184565	0.894428	2.381413	-0.039683	0.623271	0.830311	2.089719	-0.239400	-0.296866	1.217580	-0.429802	1.130085	0.130865	-0.130142	0.919143	-0.287670	0.427476	-0.695147	0.652959	0.009636	0.398168	0.552659	0.656337	0.201602	0.245078	0.087780	-0.239841	0.546583	0.145174	0.746783	-0.234591	-0.112156	0.119961	-0.237130	-0.216353	-0.080403	-0.111534	-0.157318	-0.104322	-0.026223	-0.049412	0.005334	0.043743	0.123145	-0.125991	-0.095190	0.021127	0.071325	-0.190684	-0.036194	-0.016815	-0.029342	0.071197	-0.001700	0.002695	-0.054176	-0.021229	0.039868	-0.035013	-0.008635	-0.017929	-0.001000	-0.010418	0.011869	-0.001363	0.000089	0.006979	
-13.898958	10.339215	-18.650524	-0.944980	9.812168	-7.931067	16.957298	-0.427392	1.626494	2.099648	-0.775328	-0.803704	-4.164671	-2.336647	0.752028	-2.663508	-2.274627	2.401104	-1.972355	3.047285	-0.114475	0.131908	-0.113259	-1.590400	1.472111	1.184891	-0.015072	0.730738	3.268573	0.208183	0.483043	-0.440803	0.531760	1.894397	0.635320	-0.381927	0.222505	2.248500	0.810496	0.505518	1.175269	-0.206744	0.197268	-0.144496	-0.345804	-1.079869	2.420310	-0.396920	0.088707	0.238920	-0.670937	0.598908	0.975435	0.053072	0.676371	-0.194267	0.049301	-0.323727	0.677755	0.495827	-0.023447	-0.092383	-0.087597	-0.143947	0.018077	-0.168954	0.018460	-0.024095	-0.053150	-0.132833	-0.185421	0.020621	0.013794	-0.102785	-0.181357	-0.054777	-0.115080	0.002933	0.011907	-0.002768	0.062160	-0.029704	0.013249	0.069797	-0.005766	0.063266	-0.005494	-0.018240	0.003676	0.019461	-0.002718	0.006786	0.034804	-0.022483	-0.006104	-0.002227	-0.000693	0.000988	-0.000101	0.000689	
-12.670695	4.220070	5.088471	4.743393	0.255417	1.977262	1.416826	0.565713	1.496565	-1.653353	0.609281	-0.044063	0.647136	1.551606	3.647976	0.226348	1.898294	4.474387	-2.250062	-1.264862	-1.242943	-3.326603	0.699868	-0.183798	-0.326152	-2.183450	-1.559371	0.802261	2.844359	1.697070	4.297758	-1.009644	-0.862494	-1.675296	1.240133	-1.596152	-0.641955	0.643162	0.403865	0.807280	-0.074397	-0.918640	0.218807	0.455266	-1.204384	-1.202822	-0.632466	0.438997	-0.112042	0.182337	0.420794	-0.618183	-0.200151	0.105963	-0.620216	0.200834	0.588068	0.298156	-0.745146	-0.088913	-0.232447	0.550449	0.043469	-0.258370	0.427328	-0.116199	0.139365	0.254525	0.177574	0.407966	-0.158956	0.273717	0.430314	-0.464040	0.103156	-0.143258	-0.017664	0.242658	0.155428	-0.240644	0.002122	-0.078797	0.132448	0.082056	0.095296	0.047446	-0.029691	-0.052447	-0.030109	-0.029651	-0.008809	-0.016533	-0.101887	0.025675	0.022481	0.004572	-0.025969	-0.000023	-0.000100	0.007705	
-16.926094	-0.527823	5.349710	1.135737	-0.625790	-3.069584	-0.368921	-1.865078	-1.597193	0.666102	0.905871	-0.738200	-2.020898	0.905923	0.288245	0.376448	0.379173	0.761348	-0.351862	0.063845	-0.324816	-1.534836	0.041057	0.163492	0.827447	1.086772	-0.972651	1.442214	-0.293865	-1.821645	0.913203	0.809740	-0.001775	-0.120881	-0.333336	0.380533	-1.188066	-1.793136	-0.322291	-1.462391	0.412429	-0.120961	0.677100	-0.207224	-0.728632	-1.038994	0.489622	0.277831	-0.290727	0.953290	1.226007	0.870582	-0.205293	1.027914	-0.263760	-0.048951	-0.794339	-0.373010	0.495711	0.347775	0.232977	0.362823	-0.120365	0.581251	-0.414689	-0.103341	0.711242	-0.025861	0.202924	-0.104378	-0.232102	0.318704	0.164592	0.297867	0.031931	0.179900	-0.329481	0.273522	-0.057393	-0.109517	-0.160846	-0.174540	-0.081253	-0.151766	-0.085594	0.015263	0.194986	0.034186	0.023584	-0.072810	-0.130296	-0.131032	0.027580	-0.037924	0.016590	0.028076	0.009719	-0.005545	0.000609	-0.002395	
